#RIC,Alias Underlying RIC,Domain,Date-Time,GMT Offset,Type,Open,High,Low,Last
Cc1,CH8,Market Price,2018-01-02T14:00:00.000000000Z,-6,Intraday 1Hour,351.25,353.0,350.5,352.5
Cc1,CH8,Market Price,2018-01-02T15:00:00.000000000Z,-6,Intraday 1Hour,352.75,354.0,352.5,352.75
Cc1,CH8,Market Price,2018-01-02T16:00:00.000000000Z,-6,Intraday 1Hour,352.75,353.75,352.75,353.0
Cc1,CH8,Market Price,2018-01-02T17:00:00.000000000Z,-6,Intraday 1Hour,353.0,353.75,352.5,353.5
Cc1,CH8,Market Price,2018-01-02T18:00:00.000000000Z,-6,Intraday 1Hour,353.5,353.75,353.0,353.5
Cc1,CH8,Market Price,2018-01-02T19:00:00.000000000Z,-6,Intraday 1Hour,353.5,353.5,353.0,353.25
Cc1,CH8,Market Price,2018-01-03T01:00:00.000000000Z,-6,Intraday 1Hour,353.0,353.25,352.5,353.25
Cc1,CH8,Market Price,2018-01-03T02:00:00.000000000Z,-6,Intraday 1Hour,353.25,353.75,353.25,353.5
Cc1,CH8,Market Price,2018-01-03T03:00:00.000000000Z,-6,Intraday 1Hour,353.5,353.5,353.25,353.5
Cc1,CH8,Market Price,2018-01-03T04:00:00.000000000Z,-6,Intraday 1Hour,353.5,353.75,353.25,353.75
Cc1,CH8,Market Price,2018-01-03T05:00:00.000000000Z,-6,Intraday 1Hour,353.75,353.75,353.5,353.75
Cc1,CH8,Market Price,2018-01-03T06:00:00.000000000Z,-6,Intraday 1Hour,353.75,353.75,353.75,353.75
Cc1,CH8,Market Price,2018-01-03T07:00:00.000000000Z,-6,Intraday 1Hour,353.75,354.0,353.75,354.0
Cc1,CH8,Market Price,2018-01-03T08:00:00.000000000Z,-6,Intraday 1Hour,354.0,354.75,353.75,354.5
Cc1,CH8,Market Price,2018-01-03T09:00:00.000000000Z,-6,Intraday 1Hour,354.5,354.75,354.25,354.25
Cc1,CH8,Market Price,2018-01-03T10:00:00.000000000Z,-6,Intraday 1Hour,354.5,354.5,354.0,354.0
Cc1,CH8,Market Price,2018-01-03T11:00:00.000000000Z,-6,Intraday 1Hour,354.0,354.5,353.75,354.5
Cc1,CH8,Market Price,2018-01-03T12:00:00.000000000Z,-6,Intraday 1Hour,354.5,354.75,354.25,354.25
Cc1,CH8,Market Price,2018-01-03T13:00:00.000000000Z,-6,Intraday 1Hour,354.25,354.5,353.5,353.75
Cc1,CH8,Market Price,2018-01-03T14:00:00.000000000Z,-6,Intraday 1Hour,354.0,354.5,352.5,352.75
Cc1,CH8,Market Price,2018-01-03T15:00:00.000000000Z,-6,Intraday 1Hour,352.75,353.25,352.25,352.5
Cc1,CH8,Market Price,2018-01-03T16:00:00.000000000Z,-6,Intraday 1Hour,352.25,353.25,352.25,353.0
Cc1,CH8,Market Price,2018-01-03T17:00:00.000000000Z,-6,Intraday 1Hour,353.0,353.25,352.5,352.75
Cc1,CH8,Market Price,2018-01-03T18:00:00.000000000Z,-6,Intraday 1Hour,353.0,353.25,352.5,353.0
Cc1,CH8,Market Price,2018-01-03T19:00:00.000000000Z,-6,Intraday 1Hour,352.75,353.5,352.75,353.0
Cc1,CH8,Market Price,2018-01-04T01:00:00.000000000Z,-6,Intraday 1Hour,353.0,353.5,352.5,353.0
Cc1,CH8,Market Price,2018-01-04T02:00:00.000000000Z,-6,Intraday 1Hour,353.0,353.0,352.5,352.75
Cc1,CH8,Market Price,2018-01-04T03:00:00.000000000Z,-6,Intraday 1Hour,353.0,353.0,352.75,353.0
Cc1,CH8,Market Price,2018-01-04T04:00:00.000000000Z,-6,Intraday 1Hour,353.0,353.0,352.75,353.0
Cc1,CH8,Market Price,2018-01-04T05:00:00.000000000Z,-6,Intraday 1Hour,352.75,353.0,352.75,353.0
Cc1,CH8,Market Price,2018-01-04T06:00:00.000000000Z,-6,Intraday 1Hour,352.75,353.25,352.75,353.25
Cc1,CH8,Market Price,2018-01-04T07:00:00.000000000Z,-6,Intraday 1Hour,353.25,353.5,353.25,353.5
Cc1,CH8,Market Price,2018-01-04T08:00:00.000000000Z,-6,Intraday 1Hour,353.5,353.5,353.0,353.0
Cc1,CH8,Market Price,2018-01-04T09:00:00.000000000Z,-6,Intraday 1Hour,353.25,353.25,353.0,353.0
Cc1,CH8,Market Price,2018-01-04T10:00:00.000000000Z,-6,Intraday 1Hour,353.0,353.0,352.5,352.75
Cc1,CH8,Market Price,2018-01-04T11:00:00.000000000Z,-6,Intraday 1Hour,352.5,353.0,352.5,352.75
Cc1,CH8,Market Price,2018-01-04T12:00:00.000000000Z,-6,Intraday 1Hour,352.75,352.75,352.25,352.25
Cc1,CH8,Market Price,2018-01-04T13:00:00.000000000Z,-6,Intraday 1Hour,352.25,352.75,352.0,352.5
Cc1,CH8,Market Price,2018-01-04T14:00:00.000000000Z,-6,Intraday 1Hour,352.5,352.5,350.25,350.5
Cc1,CH8,Market Price,2018-01-04T15:00:00.000000000Z,-6,Intraday 1Hour,350.5,351.0,350.25,350.75
Cc1,CH8,Market Price,2018-01-04T16:00:00.000000000Z,-6,Intraday 1Hour,350.75,352.0,350.5,351.5
Cc1,CH8,Market Price,2018-01-04T17:00:00.000000000Z,-6,Intraday 1Hour,351.5,352.0,351.25,351.75
Cc1,CH8,Market Price,2018-01-04T18:00:00.000000000Z,-6,Intraday 1Hour,351.75,351.75,350.75,351.5
Cc1,CH8,Market Price,2018-01-04T19:00:00.000000000Z,-6,Intraday 1Hour,351.5,351.75,351.0,351.0
Cc1,CH8,Market Price,2018-01-05T01:00:00.000000000Z,-6,Intraday 1Hour,350.75,351.0,350.5,351.0
Cc1,CH8,Market Price,2018-01-05T02:00:00.000000000Z,-6,Intraday 1Hour,350.75,351.0,350.75,350.75
Cc1,CH8,Market Price,2018-01-05T03:00:00.000000000Z,-6,Intraday 1Hour,351.0,351.0,350.75,351.0
Cc1,CH8,Market Price,2018-01-05T04:00:00.000000000Z,-6,Intraday 1Hour,350.75,351.0,350.75,351.0
Cc1,CH8,Market Price,2018-01-05T05:00:00.000000000Z,-6,Intraday 1Hour,351.0,351.0,350.75,350.75
Cc1,CH8,Market Price,2018-01-05T06:00:00.000000000Z,-6,Intraday 1Hour,350.75,351.0,350.75,350.75
Cc1,CH8,Market Price,2018-01-05T07:00:00.000000000Z,-6,Intraday 1Hour,350.75,351.0,350.75,351.0
Cc1,CH8,Market Price,2018-01-05T08:00:00.000000000Z,-6,Intraday 1Hour,351.0,351.0,350.75,351.0
Cc1,CH8,Market Price,2018-01-05T09:00:00.000000000Z,-6,Intraday 1Hour,351.0,351.5,350.75,351.5
Cc1,CH8,Market Price,2018-01-05T10:00:00.000000000Z,-6,Intraday 1Hour,351.5,352.0,351.25,352.0
Cc1,CH8,Market Price,2018-01-05T11:00:00.000000000Z,-6,Intraday 1Hour,351.75,352.0,351.75,352.0
Cc1,CH8,Market Price,2018-01-05T12:00:00.000000000Z,-6,Intraday 1Hour,352.0,352.25,352.0,352.0
Cc1,CH8,Market Price,2018-01-05T13:00:00.000000000Z,-6,Intraday 1Hour,352.0,352.25,350.5,350.75
Cc1,CH8,Market Price,2018-01-05T14:00:00.000000000Z,-6,Intraday 1Hour,350.75,351.5,350.25,350.75
Cc1,CH8,Market Price,2018-01-05T15:00:00.000000000Z,-6,Intraday 1Hour,350.75,351.25,350.5,351.0
Cc1,CH8,Market Price,2018-01-05T16:00:00.000000000Z,-6,Intraday 1Hour,350.75,351.0,350.5,350.75
Cc1,CH8,Market Price,2018-01-05T17:00:00.000000000Z,-6,Intraday 1Hour,351.0,351.5,350.75,351.0
Cc1,CH8,Market Price,2018-01-05T18:00:00.000000000Z,-6,Intraday 1Hour,351.0,351.25,350.75,351.25
Cc1,CH8,Market Price,2018-01-05T19:00:00.000000000Z,-6,Intraday 1Hour,351.25,351.5,351.0,351.25
Cc1,CH8,Market Price,2018-01-08T01:00:00.000000000Z,-6,Intraday 1Hour,350.75,351.25,350.5,351.25
Cc1,CH8,Market Price,2018-01-08T02:00:00.000000000Z,-6,Intraday 1Hour,351.25,351.25,351.0,351.0
Cc1,CH8,Market Price,2018-01-08T03:00:00.000000000Z,-6,Intraday 1Hour,351.25,351.25,351.0,351.0
Cc1,CH8,Market Price,2018-01-08T04:00:00.000000000Z,-6,Intraday 1Hour,351.0,351.25,351.0,351.0
Cc1,CH8,Market Price,2018-01-08T05:00:00.000000000Z,-6,Intraday 1Hour,351.0,351.0,350.5,350.75
