assetCode,windowTimestamp,Open,High,Low,Last
JPY=,2018-01-13T23:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T00:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T01:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T02:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T03:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T04:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T05:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T06:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T07:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T08:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T09:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T10:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T11:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T12:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T13:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T14:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T15:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T16:00:00.000000000Z,111.03,111.03,111.03,111.03
JPY=,2018-01-14T17:00:00.000000000Z,111.01,111.01,111.01,111.01
JPY=,2018-01-14T18:00:00.000000000Z,111.05,111.07,111.04,111.07
JPY=,2018-01-14T19:00:00.000000000Z,111.06,111.08,111.02,111.06
JPY=,2018-01-14T20:00:00.000000000Z,111.06,111.14,111.06,111.09
JPY=,2018-01-14T21:00:00.000000000Z,111.09,111.11,111.05,111.07
JPY=,2018-01-14T22:00:00.000000000Z,111.08,111.16,110.99,111.09
JPY=,2018-01-14T23:00:00.000000000Z,111.09,111.16,110.97,111.13
JPY=,2018-01-15T00:00:00.000000000Z,111.14,111.18,110.79,110.82
JPY=,2018-01-15T01:00:00.000000000Z,110.82,110.85,110.64,110.72
JPY=,2018-01-15T02:00:00.000000000Z,110.72,110.78,110.61,110.73
JPY=,2018-01-15T03:00:00.000000000Z,110.73,110.8,110.7,110.73
JPY=,2018-01-15T04:00:00.000000000Z,110.74,110.76,110.66,110.68
JPY=,2018-01-15T05:00:00.000000000Z,110.67,110.72,110.57,110.7
JPY=,2018-01-15T06:00:00.000000000Z,110.69,110.86,110.62,110.86
JPY=,2018-01-15T07:00:00.000000000Z,110.85,110.89,110.76,110.8
JPY=,2018-01-15T08:00:00.000000000Z,110.8,110.81,110.59,110.62
JPY=,2018-01-15T09:00:00.000000000Z,110.62,110.65,110.51,110.54
JPY=,2018-01-15T10:00:00.000000000Z,110.54,110.64,110.53,110.63
JPY=,2018-01-15T11:00:00.000000000Z,110.63,110.7,110.54,110.68
JPY=,2018-01-15T12:00:00.000000000Z,110.67,110.72,110.62,110.64
JPY=,2018-01-15T13:00:00.000000000Z,110.64,110.68,110.52,110.54
JPY=,2018-01-15T14:00:00.000000000Z,110.54,110.66,110.53,110.66
JPY=,2018-01-15T15:00:00.000000000Z,110.66,110.7,110.48,110.5
JPY=,2018-01-15T16:00:00.000000000Z,110.5,110.58,110.46,110.53
JPY=,2018-01-15T17:00:00.000000000Z,110.53,110.55,110.33,110.42
JPY=,2018-01-15T18:00:00.000000000Z,110.41,110.46,110.3,110.35
JPY=,2018-01-15T19:00:00.000000000Z,110.34,110.48,110.32,110.45
JPY=,2018-01-15T20:00:00.000000000Z,110.43,110.49,110.41,110.45
JPY=,2018-01-15T21:00:00.000000000Z,110.46,110.56,110.45,110.52
JPY=,2018-01-15T22:00:00.000000000Z,110.53,110.55,110.47,110.54
JPY=,2018-01-15T23:00:00.000000000Z,110.54,110.63,110.45,110.61
JPY=,2018-01-16T00:00:00.000000000Z,110.61,110.84,110.58,110.83
JPY=,2018-01-16T01:00:00.000000000Z,110.83,110.93,110.78,110.79
JPY=,2018-01-16T02:00:00.000000000Z,110.79,110.95,110.78,110.9
JPY=,2018-01-16T03:00:00.000000000Z,110.9,110.97,110.87,110.94
JPY=,2018-01-16T04:00:00.000000000Z,110.94,110.95,110.81,110.84
JPY=,2018-01-16T05:00:00.000000000Z,110.85,110.94,110.82,110.84
JPY=,2018-01-16T06:00:00.000000000Z,110.85,110.92,110.72,110.83
JPY=,2018-01-16T07:00:00.000000000Z,110.83,110.88,110.69,110.71
JPY=,2018-01-16T08:00:00.000000000Z,110.71,110.76,110.6,110.64
JPY=,2018-01-16T09:00:00.000000000Z,110.65,110.73,110.59,110.65
JPY=,2018-01-16T10:00:00.000000000Z,110.65,110.76,110.65,110.7
JPY=,2018-01-16T11:00:00.000000000Z,110.69,110.73,110.61,110.64
JPY=,2018-01-16T12:00:00.000000000Z,110.64,110.72,110.59,110.7
JPY=,2018-01-16T13:00:00.000000000Z,110.7,110.78,110.67,110.68
JPY=,2018-01-16T14:00:00.000000000Z,110.68,110.87,110.63,110.81
JPY=,2018-01-16T15:00:00.000000000Z,110.81,110.84,110.64,110.67
JPY=,2018-01-16T16:00:00.000000000Z,110.66,110.81,110.66,110.73
JPY=,2018-01-16T17:00:00.000000000Z,110.74,110.84,110.71,110.72
JPY=,2018-01-16T18:00:00.000000000Z,110.73,110.73,110.52,110.53
JPY=,2018-01-16T19:00:00.000000000Z,110.53,110.54,110.23,110.29
JPY=,2018-01-16T20:00:00.000000000Z,110.28,110.4,110.23,110.37
JPY=,2018-01-16T21:00:00.000000000Z,110.37,110.54,110.37,110.43
JPY=,2018-01-16T22:00:00.000000000Z,110.44,110.5,110.37,110.43
JPY=,2018-01-16T23:00:00.000000000Z,110.43,110.44,110.24,110.39
